GDSNAME,STATION,AREA,PERIMETER,COUNTERS,COUNTERSI,COUNTER,TYPE,Group,TYPE1,Cycle,CNTRNUM,Town,Location,OBJECTID1,UNIQUEID,SRI,MPSTART,MPEND,STREET,TOWNID,TOWNDOT,SECTLENGT,FUNCTSYST,FUNCTSY_1,URBANID,URBANNAME,TIER,TIERDESCR,LCLEGEND,LEGISCLAS,WINTERMAI,SUMMERMAI,OWNERSHIP,OWNERSHIP,HPMSOWNER,HPMSOWN_1,PLOWLEVEL,SURFTYPE,ROADWAYWI,NUMLANES,LANEWIDTH,SHLDRTYPE,SHLDRTY_1,SHLDRWIDT,SHLDRWI_1,DIRECTION,ISTOLL,ISNHS,NHS,NHSDESCR,ISTRK_ROU,COUNTYID,COUNTYNAM,EXECCOUNC,EXECCOU_1,COUNTERID,AADTCURR_,AADT,ROUTEHIOR,STREETALI,NODE1,NODE2,HPMSFACIL,HPMSFAC_1,HPMSTHRU_,COMBNUMS
CNTR:403052,403052,0,0,3895,3895,82403052,82,2013,L4,3,82403052,SANBORNTON,NH 132 (SANBORN RD) AT TILTON TL,0,8559,S0000132__,21.679,22.164,Sanborn Rd,403,SANBORNTON,0.485,6,Minor Collector,0,NA,3,Regional Corridors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82403052,2014,1500,NH 132,NH 132,6073,0023,2,Two-way roadway,2,82403052
CNTR:403054:SB,403054,0,0,3896,3896,81403054,81,0,NA,0,81403054,NA,NA,0,23847,I0000093_S,71.074,72.918,Interstate 93 S,403,SANBORNTON,1.844,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,42,2,12,Paved,Paved,6,12,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61451074,2014,13000,I-93 SB,I-93 SB,0553,6109,6,Non inventory direction,0,81403054
CNTR:403055,403055,0,0,3897,3897,81403055,81,0,NA,0,81403055,NA,NA,0,23847,I0000093_S,71.074,72.918,Interstate 93 S,403,SANBORNTON,1.844,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,42,2,12,Paved,Paved,6,12,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61451074,2014,13000,I-93 SB,I-93 SB,0553,6109,6,Non inventory direction,0,81403055
CNTR:451084,451084,0,0,3898,3898,82451084,82,2013,L4,3,82451084,TILTON,NH 140 (TILTON RD) OVER WINNIPESAUKEE RIVER,0,46805,S0000140__,0.059,0.442,Tilton Rd,451,TILTON,0.383,5,Major Collector,31330,Tilton,3,Regional Corridors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,3,Paved,42,2,13,Paved,Paved,8,8,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451084,2014,10000,NH 140,NH 140,0515,8195,2,Two-way roadway,2,82451084
CNTR:451079,451079,0,0,3899,3899,82451079,82,0,NA,0,82451079,TILTON,NA,0,4308,U0000003__,66.609,66.702,Laconia Rd,451,TILTON,0.093,3,Principal Arterial - Other,31330,Tilton,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,90,4,12,Paved,Paved,5,12,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451090,2014,26250,US 3,"NH 11,NH 132,US 3",0328,0080,2,Two-way roadway,4,82451079
CNTR:451079,451079,0,0,3899,3899,82451079,82,0,NA,0,82451079,TILTON,NA,0,4308,U0000003__,66.609,66.702,Laconia Rd,451,TILTON,0.093,3,Principal Arterial - Other,31330,Tilton,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,90,4,12,Paved,Paved,5,12,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451090,2014,26250,US 3,"NH 11,NH 132,US 3",0328,0080,2,Two-way roadway,4,81451022
CNTR:451079,451079,0,0,3899,3899,82451079,82,0,NA,0,82451079,TILTON,NA,0,4308,U0000003__,66.609,66.702,Laconia Rd,451,TILTON,0.093,3,Principal Arterial - Other,31330,Tilton,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,90,4,12,Paved,Paved,5,12,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451090,2014,26250,US 3,"NH 11,NH 132,US 3",0328,0080,2,Two-way roadway,4,81451023
CNTR:451070,451070,0,0,3900,3900,81451070,81,0,NA,0,81451070,TILTON,NA,0,38689,RI093__20A,0,0.334,I-93 NB Exit 20 Off ramp (US 3),451,TILTON,0.334,1,Interstate,31330,Tilton,1,Statewide Corridors - Divided Highways,State,I,525,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,20,1,18,None,None,0,0,One way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,81451070,2014,6000,I-93 NB Exit 20 Off ramp (US 3),I-93 NB Exit 20 Off ramp (US 3),0005,0326,4,Ramp,1,81451070
CNTR:451077,451077,0,0,3901,3901,82451077,82,2015,L4,2,82451077,TILTON,SCHOOL ST SOUTH OF RANGE RD,0,28617,N4510041__,0.919,1.483,School St,451,TILTON,0.564,7,Local,31330,Tilton,4,Local Connectors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451077,2014,728,NA,NA,0086,0406,2,Two-way roadway,2,82451077
CNTR:451074:SB,451074,0,0,3902,3902,62451074,62,0,NA,0,62451074,NA,NA,0,58558,N4030041__,2.663,3.43,Gulf Rd,403,SANBORNTON,0.767,7,Local,0,NA,4,Local Connectors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451077,2014,728,NA,NA,6109,0544,2,Two-way roadway,2,62451074
CNTR:451074:SB,451074,0,0,3902,3902,62451074,62,0,NA,0,62451074,NA,NA,0,58558,N4030041__,2.663,3.43,Gulf Rd,403,SANBORNTON,0.767,7,Local,0,NA,4,Local Connectors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451077,2014,728,NA,NA,6109,0544,2,Two-way roadway,2,61451075
CNTR:451074:SB,451074,0,0,3902,3902,62451074,62,0,NA,0,62451074,NA,NA,0,58558,N4030041__,2.663,3.43,Gulf Rd,403,SANBORNTON,0.767,7,Local,0,NA,4,Local Connectors,State,II,313,313,313,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451077,2014,728,NA,NA,6109,0544,2,Two-way roadway,2,61451074
CNTR:451075:NB,451075,0,0,3903,3903,61451075,61,0,NA,0,61451075,TILTON,NA,0,8737,I0000093__,57.434,58.819,Interstate 93 N,451,TILTON,1.385,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,38,2,12,Paved,Paved,4,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61451075,2014,12000,NA,NA,0574,6071,2,Two-way roadway,4,61451075
CNTR:451071:SB,451071,0,0,3904,3904,81451071,81,0,NA,0,81451071,TILTON,NA,0,15387,RI093__20B,0,0.072,I-93 NB Exit 20 Off ramp (US 3),451,TILTON,0.072,1,Interstate,31330,Tilton,1,Statewide Corridors - Divided Highways,State,I,525,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,18,1,12,None,None,0,0,One way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,3,0,0,I-93 NB Exit 20 Off ramp (US 3),I-93 NB Exit 20 Off ramp (US 3),0326,0327,5,Non mainline,0,81451071
CNTR:451072:NB,451072,0,0,3905,3905,81451072,81,0,NA,0,81451072,TILTON,NA,0,584,U0000003__,66.513,66.545,Laconia Rd,451,TILTON,0.032,3,Principal Arterial - Other,31330,Tilton,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,100,4,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451090,2014,26250,US 3,"NH 11,NH 132,US 3",0327,0011,2,Two-way roadway,4,81451072
CNTR:451011,451011,0,0,3906,3906,82451011,82,0,NA,0,82451011,TILTON,NA,0,12563,U0000003__,68.967,69.318,Laconia Rd,451,TILTON,0.351,3,Principal Arterial - Other,45856,Laconia,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,50,2,12,Paved,Paved,6,6,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451073,2014,18000,US 3,"NH 11,US 3",0134,0495,2,Two-way roadway,2,82451011
CNTR:451012,451012,0,0,3907,3907,82451012,82,0,NA,0,82451012,TILTON,NA,0,34872,U0000003__,68.419,68.604,Laconia Rd,451,TILTON,0.185,3,Principal Arterial - Other,45856,Laconia,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,30,2,12,Combo,Combo,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451073,2014,18000,US 3,"NH 11,US 3",0104,0102,2,Two-way roadway,2,82451012
CNTR:451078,451078,0,0,3908,3908,82451078,82,0,NA,0,82451078,TILTON,NA,0,133481,N4510056__,0.359,0.407,Silver Lake Rd,451,TILTON,0.048,7,Local,45856,Laconia,4,Local Connectors,State,II,TOWN,313,313,DISTRICT 3,1,State Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0351,0098,2,Two-way roadway,2,82451078
CNTR:451073,451073,0,0,3909,3909,82451073,82,2013,L5,3,82451073,TILTON,US 3/NH 11 (LACONIA RD) SB-NB SOUTH OF BROOK RD,0,53894,U0000003__,67.897,68.419,Laconia Rd,451,TILTON,0.522,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,28,2,11,Combo,Combo,7,7,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451073,2014,18000,US 3,"NH 11,US 3",0461,0104,2,Two-way roadway,2,82451073
CNTR:451069,451069,0,0,3910,3910,82451069,82,2015,L4,2,82451069,TILTON,SILVER LAKE RD OVER WINNIPESAUKEE RIVER,0,1110,N4510056__,0.541,0.609,Silver Lake Rd,451,TILTON,0.068,7,Local,45856,Laconia,4,Local Connectors,State,II,TOWN,313,313,DISTRICT 3,1,State Highway Agency,0,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451069,2014,1572,NA,NA,0096,6064,2,Two-way roadway,2,82451069
CNTR:451081,451081,0,0,3911,3911,82451081,82,2013,L4,3,82451081,TILTON,RIVER RD UNDER STATE OF NH RAILROAD,0,34137,N4510054__,0.196,0.688,River Rd,451,TILTON,0.492,7,Local,45856,Laconia,4,Local Connectors,State,II,TOWN,313,313,DISTRICT 3,1,State Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82451081,2014,400,NA,NA,0138,0096,2,Two-way roadway,2,82451081
CNTR:02:011001,011001,0,0,3917,3917,02011001,02,0,NA,0,2011001,NA,NA,0,72784,S0000011__,85.579,85.878,Mount Major Hwy,011,ALTON,0.299,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,42,2,11,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,02011001,2014,5472,NH 11,NH 11,0230,0222,2,Two-way roadway,2,02011001
CNTR:02:451001,451001,0,0,3919,3919,02451001,02,0,NA,0,2451001,NA,NA,0,56499,I0000093__,56.684,56.792,Interstate 93 N,451,TILTON,0.108,1,Interstate,31330,Tilton,1,Statewide Corridors - Divided Highways,State,I,525,525,525,DISTRICT 5,1,State Highway Agency,1,Paved,38,2,12,Paved,Paved,4,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,01451003,2014,13894,NA,NA,8196,0005,2,Two-way roadway,4,2451001
CNTR:011070,011070,0,0,3920,3920,82011070,82,0,NA,0,82011070,ALTON,NA,0,13525,S0000028A_,102.601,103.003,East Side Dr,011,ALTON,0.402,6,Minor Collector,0,NA,4,Local Connectors,State,II,315,315,315,DISTRICT 3,1,State Highway Agency,4,Paved,28,2,11,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NH 28A,NH 28A,0246,0256,2,Two-way roadway,2,82011070
CNTR:011072,011072,0,0,3921,3921,82011072,82,2013,L4,3,82011072,ALTON,NH 28 (WOLFEBORO HWY) WEST OF NH 28A,0,23242,S0000028__,67.388,67.793,Wolfeboro Hwy,011,ALTON,0.405,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82011072,2014,7700,NH 28,NH 28,0242,0265,2,Two-way roadway,2,82011072
CNTR:011071,011071,0,0,3922,3922,82011071,82,0,NA,0,82011071,ALTON,NA,0,1773,S0000028__,67.793,68.199,Wolfeboro Hwy,011,ALTON,0.406,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82011053,2014,7600,NH 28,NH 28,0265,0268,2,Two-way roadway,2,82011071
CNTR:011053,011053,0,0,3923,3923,82011053,82,2013,L5,3,82011053,ALTON,NH 28 (WOLFEBORO HWY) SB-NB AT HURD BROOK,0,15506,S0000028__,68.199,68.382,Wolfeboro Hwy,011,ALTON,0.183,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82011053,2014,7600,NH 28,NH 28,0268,0275,2,Two-way roadway,2,82011053
CNTR:011053,011053,0,0,3923,3923,82011053,82,2013,L5,3,82011053,ALTON,NH 28 (WOLFEBORO HWY) SB-NB AT HURD BROOK,0,15506,S0000028__,68.199,68.382,Wolfeboro Hwy,011,ALTON,0.183,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82011053,2014,7600,NH 28,NH 28,0268,0275,2,Two-way roadway,2,81011014
CNTR:011053,011053,0,0,3923,3923,82011053,82,2013,L5,3,82011053,ALTON,NH 28 (WOLFEBORO HWY) SB-NB AT HURD BROOK,0,15506,S0000028__,68.199,68.382,Wolfeboro Hwy,011,ALTON,0.183,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,315,315,315,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82011053,2014,7600,NH 28,NH 28,0268,0275,2,Two-way roadway,2,81011013
CNTR:039062,039062,0,0,3924,3924,82039062,82,0,NA,0,82039062,BELMONT,NA,0,18309,U0000003__,72.183,72.481,Daniel Webster Hwy,039,BELMONT,0.298,3,Principal Arterial - Other,45856,Laconia,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,42,2,12,Paved,Paved,4,4,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,22039022,2014,17633,US 3,"NH 11,US 3",0269,0258,2,Two-way roadway,2,82039062
CNTR:039048,039048,0,0,3925,3925,82039048,82,2013,L4,3,82039048,BELMONT,NH 11A (COURT ST) AT LACONIA TL,0,13476,U0000003B_,0.121,0.231,Daniel Webster Hwy,039,BELMONT,0.11,4,Minor Arterial,45856,Laconia,2,Statewide Corridors - Other,State,I,313,313,313,DISTRICT 3,1,State Highway Agency,2,Paved,26,2,11,Paved,Paved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039048,2014,14000,US 3B,"NH 11A,US 3B",0251,6046,2,Two-way roadway,2,82039048
CNTR:039049,039049,0,0,3926,3926,82039049,82,0,NA,0,82039049,BELMONT,NA,0,27420,L0390062__,6.504,6.798,Mile Hill Rd,039,BELMONT,0.294,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82245074,2014,1277,NA,NA,0203,6048,2,Two-way roadway,2,82039049
CNTR:039050,039050,0,0,3927,3927,82039050,82,2015,L4,2,82039050,BELMONT,NH 106 (LACONIA RD) AT LACONIA TL,0,14025,S0000106__,24.24,24.51,Laconia Rd,039,BELMONT,0.27,3,Principal Arterial - Other,45856,Laconia,2,Statewide Corridors - Other,State,I,314,314,314,DISTRICT 3,1,State Highway Agency,2,Paved,50,3,12,Paved,Paved,7,7,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,82039050,2014,11110,NH 106,NH 106,0196,6050,2,Two-way roadway,3,82039050
CNTR:039052,039052,0,0,3928,3928,62039052,62,2013,L4,3,62039052,BELMONT,NH 107 (PROVINCE RD) AT LACONIA TL,0,2350,S0000107__,64.002,64.243,Province Rd,039,BELMONT,0.241,5,Major Collector,45856,Laconia,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,30,2,11,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,2,Dist 2 - Colin Van Ostern,62039052,2014,3400,NH 107,NH 107,0194,6051,2,Two-way roadway,2,62039052
CNTR:245066:707,245066,0,0,3929,3929,82245066,82,2015,L4,2,82245066,LACONIA,BEACON ST WEST NORTH OF WATER ST,0,10860,S0000106_S,10.089,10.213,Beacon St W,245,LACONIA,0.124,4,Minor Arterial,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,36,2,12,None,None,0,0,One way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245066,2014,6282,NH 106 SB,NH 106 SB,0162,0145,1,One-way roadway,2,82245066
CNTR:245061:707,245061,0,0,3930,3930,82245061,82,2015,L4,2,82245061,LACONIA,CHURCH ST EAST OF NO. MAIN ST,0,34335,L2450227__,0,0.073,Church St,245,LACONIA,0.073,4,Minor Arterial,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,36,3,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245061,2014,6980,NA,NA,0161,0163,2,Two-way roadway,3,82245061
CNTR:245069:707,245069,0,0,3931,3931,82245069,82,0,NA,0,82245069,LACONIA,NA,0,25202,L2450308__,0.071,0.133,Gale Ave,245,LACONIA,0.062,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0213,0212,2,Two-way roadway,2,82245069
CNTR:245055:707,245055,0,0,3932,3932,82245055,82,2015,L4,2,82245055,LACONIA,NEW SALEM ST SOUTH OF WATER ST,0,49111,L2450208__,0.111,0.231,Fair St,245,LACONIA,0.12,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,30,2,15,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245055,2014,6286,NA,NA,0126,0123,2,Two-way roadway,2,82245055
CNTR:245042:707,245042,0,0,3933,3933,82245042,82,0,NA,0,82245042,LACONIA,NA,0,35213,S0000106__,25.773,25.825,S Main St,245,LACONIA,0.052,4,Minor Arterial,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,30,2,15,Paved,Paved,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245083,2014,9971,NH 106,"NH 106,NH 107",0092,0093,2,Two-way roadway,2,82245042
CNTR:245041:707,245041,0,0,3934,3934,82245041,82,2013,L3,3,82245041,LACONIA,NH 11A (COURT ST) SOUTH OF BAY ST (SB-NB) (81245090-81245091),0,40684,U0000003B_,0.764,0.806,Court St,245,LACONIA,0.042,4,Minor Arterial,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,32,2,11,Paved,Paved,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245041,2014,15000,US 3B,"NH 11A,US 3B",0068,0069,2,Two-way roadway,2,82245041
CNTR:245074:707,245074,0,0,3935,3935,82245074,82,2015,L6,2,82245074,LACONIA,ACADEMY ST AT DURKEE BROOK,0,6921,L2450060__,0.653,0.785,Academy St,245,LACONIA,0.132,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245074,2014,1277,NA,NA,0055,0080,2,Two-way roadway,2,82245074
CNTR:245086,245086,0,0,3936,3936,82245086,82,2015,L4,2,82245086,LACONIA,NH 106 (MAIN ST) OVER WINNIPESAUKEE RIVER,0,52593,U0000003B_,1.191,1.251,Union Ave,245,LACONIA,0.06,4,Minor Arterial,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,55,2,12,Paved,Paved,0,5,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245039,2014,7500,US 3B,"NH 107,NH 11A,US 3B",0143,0146,2,Two-way roadway,2,82245086
CNTR:245083,245083,0,0,3937,3937,82245083,82,2015,L4,2,82245083,LACONIA,NH 106/NH 107 (SO. MAIN ST) NORTH OF GRANT ST,0,16793,S0000106__,25.474,25.705,S Main St,245,LACONIA,0.231,4,Minor Arterial,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,24,2,12,Paved,Paved,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245083,2014,9971,NH 106,"NH 106,NH 107",0036,0086,2,Two-way roadway,2,82245083
CNTR:245072:707,245072,0,0,3938,3938,82245072,82,0,NA,0,82245072,LACONIA,NA,0,55755,L2450251__,0,0.121,Dolloff St,245,LACONIA,0.121,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0089,0108,2,Two-way roadway,2,82245072
CNTR:245075:707,245075,0,0,3939,3939,82245075,82,2013,L4,3,82245075,LACONIA,PROVINCE ST EAST OF BOYNTON COURT,0,9123,L2450064__,0.294,0.383,Province St,245,LACONIA,0.089,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,30,2,15,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245075,2014,1100,NA,NA,0040,0039,2,Two-way roadway,2,82245075
CNTR:245065:707,245065,0,0,3940,3940,82245065,82,2014,L4,1,82245065,LACONIA,NH 107 (SO. MAIN ST) SOUTH OF GRANT ST,0,47453,S0000107__,65.288,65.61,S Main St,245,LACONIA,0.322,5,Major Collector,45856,Laconia,5,Local Roads,State,IV,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245065,2014,2800,NH 107,NH 107,0012,0036,2,Two-way roadway,2,82245065
CNTR:245073:707,245073,0,0,3941,3941,82245073,82,0,NA,0,82245073,LACONIA,NA,0,38020,L2450318__,0,0.141,Beaman St,245,LACONIA,0.141,7,Local,45856,Laconia,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,4,City or Municipal Highway Agency,0,Paved,24,2,12,Paved,Paved,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0121,0176,2,Two-way roadway,2,82245073
CNTR:245077:707,245077,0,0,3942,3942,82245077,82,2015,L4,2,82245077,LACONIA,US 3/NH 11 (LACONIA BYPASS) BETWEEN NH 106 & NH 107,0,55430,RU003__00N,0,0.257,US 3 On ramp (NH 106),245,LACONIA,0.257,3,Principal Arterial - Other,45856,Laconia,2,Statewide Corridors - Other,State,I,314,314,314,DISTRICT 3,1,State Highway Agency,2,Paved,20,1,18,None,None,0,0,One way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,81245101,2014,2400,US 3 On ramp (NH 106),US 3 On ramp (NH 106),0021,0023,4,Ramp,1,82245077
