GDSNAME,STATION,AREA,PERIMETER,COUNTERS,COUNTERSI,COUNTER,TYPE,Group,TYPE1,Cycle,CNTRNUM,Town,Location,OBJECTID1,UNIQUEID,SRI,MPSTART,MPEND,STREET,TOWNID,TOWNDOT,SECTLENGT,FUNCTSYST,FUNCTSY_1,URBANID,URBANNAME,TIER,TIERDESCR,LCLEGEND,LEGISCLAS,WINTERMAI,SUMMERMAI,OWNERSHIP,OWNERSHIP,HPMSOWNER,HPMSOWN_1,PLOWLEVEL,SURFTYPE,ROADWAYWI,NUMLANES,LANEWIDTH,SHLDRTYPE,SHLDRTY_1,SHLDRWIDT,SHLDRWI_1,DIRECTION,ISTOLL,ISNHS,NHS,NHSDESCR,ISTRK_ROU,COUNTYID,COUNTYNAM,EXECCOUNC,EXECCOU_1,COUNTERID,AADTCURR_,AADT,ROUTEHIOR,STREETALI,NODE1,NODE2,HPMSFACIL,HPMSFAC_1,HPMSTHRU_,COMBNUMS
CNTR:357052,357052,0,0,4475,4475,62357052,62,2013,L3,3,62357052,OSSIPEE,NH 16 (WHITE MT HWY) SOUTH OF NH 28 (SB-NB) (61357023-61357024),0,15148,S0000016__,50.244,50.352,NH Route 16,357,OSSIPEE,0.108,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,312,312,312,DISTRICT 3,1,State Highway Agency,2,Paved,56,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62357052,2014,9300,NH 16,NH 16,0063,0062,2,Two-way roadway,2,61357024
CNTR:357052,357052,0,0,4475,4475,62357052,62,2013,L3,3,62357052,OSSIPEE,NH 16 (WHITE MT HWY) SOUTH OF NH 28 (SB-NB) (61357023-61357024),0,15148,S0000016__,50.244,50.352,NH Route 16,357,OSSIPEE,0.108,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,312,312,312,DISTRICT 3,1,State Highway Agency,2,Paved,56,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62357052,2014,9300,NH 16,NH 16,0063,0062,2,Two-way roadway,2,61357023
CNTR:357053,357053,0,0,4476,4476,82357053,82,2013,L3,3,82357053,OSSIPEE,NH 28 SOUTH OF NH 16 (SB-NB) (81357025-81357026),0,131038,S0000028__,85.156,85.341,NH Route 28,357,OSSIPEE,0.185,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,8,8,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357053,2014,4900,NH 28,NH 28,0925,0054,2,Two-way roadway,2,82357053
CNTR:357053,357053,0,0,4476,4476,82357053,82,2013,L3,3,82357053,OSSIPEE,NH 28 SOUTH OF NH 16 (SB-NB) (81357025-81357026),0,131038,S0000028__,85.156,85.341,NH Route 28,357,OSSIPEE,0.185,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,8,8,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357053,2014,4900,NH 28,NH 28,0925,0054,2,Two-way roadway,2,81357026
CNTR:357053,357053,0,0,4476,4476,82357053,82,2013,L3,3,82357053,OSSIPEE,NH 28 SOUTH OF NH 16 (SB-NB) (81357025-81357026),0,131038,S0000028__,85.156,85.341,NH Route 28,357,OSSIPEE,0.185,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,8,8,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357053,2014,4900,NH 28,NH 28,0925,0054,2,Two-way roadway,2,81357025
CNTR:357071,357071,0,0,4477,4477,82357071,82,2013,L4,3,82357071,OSSIPEE,GRANITE RD EAST OF JOHN HODGDON RD,0,4811,L3570050__,0.72,1.698,Granite Rd,357,OSSIPEE,0.978,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357071,2014,900,NA,NA,0023,0036,2,Two-way roadway,2,82357071
CNTR:455059,455059,0,0,4478,4478,82455059,82,2013,L4,3,82455059,TUFTONBORO,COUNTY RD OVER MELVIN RIVER,0,130719,L4550060__,0.403,0.596,County Rd,455,TUFTONBORO,0.193,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455059,2014,110,NA,NA,0194,0192,2,Two-way roadway,2,82455059
CNTR:455057,455057,0,0,4479,4479,82455057,82,2013,L4,3,82455057,TUFTONBORO,NEW RD OVER MELVIN RIVER,0,35930,L4550053__,0.375,0.863,New Rd,455,TUFTONBORO,0.488,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455057,2014,230,NA,NA,0193,0814,2,Two-way roadway,2,82455057
CNTR:455058,455058,0,0,4480,4480,82455058,82,2013,L4,3,82455058,TUFTONBORO,SODOM RD OVER MELVIN RIVER,0,12642,L4550063__,1.162,2.026,Sodom Rd,455,TUFTONBORO,0.864,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455058,2014,490,NA,NA,0190,0197,2,Two-way roadway,1,82455058
CNTR:455053,455053,0,0,4481,4481,82455053,82,2013,L4,3,82455053,TUFTONBORO,NH 171 (OLD MOUNTAIN RD) AT MOULTONBOROUGH TL,0,16886,S0000171__,2.77,3.324,Old Mountain Rd,313,MOULTONBOROUGH,0.554,6,Minor Collector,0,NA,4,Local Connectors,State,II,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455053,2014,1100,NH 171,NH 171,0069,6118,2,Two-way roadway,2,82455053
CNTR:455052,455052,0,0,4482,4482,62455052,62,2013,L4,3,62455052,TUFTONBORO,NH 109 (GOV WENTWORTH HWY) AT MOULTONBOROUGH TL,0,130595,S0000109__,11.137,11.357,Governor Wentworth Hwy,313,MOULTONBOROUGH,0.22,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,18,2,9,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62455052,2014,2000,NH 109,NH 109,6119,1898,2,Two-way roadway,2,62455052
CNTR:455060,455060,0,0,4483,4483,82455060,82,2013,L4,3,82455060,TUFTONBORO,HIGH ST OVER MELVIN RIVER,0,130734,L4550053__,0.188,0.239,High St,455,TUFTONBORO,0.051,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455060,2014,260,NA,NA,0844,0846,2,Two-way roadway,2,82455060
CNTR:455061,455061,0,0,4484,4484,82455061,82,2013,L4,3,82455061,TUFTONBORO,NH 109 (GOVERNOR WENTWORTH HWY) SOUTH OF NH 109A,0,130762,S0000109__,13.464,13.741,Governor Wentworth Hwy,455,TUFTONBORO,0.277,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455061,2014,1800,NH 109,NH 109,0180,0183,2,Two-way roadway,2,82455061
CNTR:455012,455012,0,0,4485,4485,82455012,82,0,NA,0,82455012,TUFTONBORO,NA,0,34854,S0000109__,12.205,12.377,Governor Wentworth Hwy,455,TUFTONBORO,0.172,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455011,2014,2500,NH 109,NH 109,0173,0623,2,Two-way roadway,2,82455012
CNTR:455057,455057,0,0,4486,4486,82455057,82,2013,L4,3,82455057,TUFTONBORO,NEW RD OVER MELVIN RIVER,0,13903,L4550062__,0,0.099,Lake Rd,455,TUFTONBORO,0.099,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Unpaved,12,2,6,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0174,0173,2,Two-way roadway,2,82455057
CNTR:455011,455011,0,0,4487,4487,82455011,82,2013,L4,3,82455011,TUFTONBORO,NH 109 (GOV WENTWORTH HWY) NORTH OF NH 109A,0,40093,S0000109__,13.294,13.464,Governor Wentworth Hwy,455,TUFTONBORO,0.17,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455011,2014,2500,NH 109,NH 109,0183,0590,2,Two-way roadway,2,82455011
CNTR:455056,455056,0,0,4488,4488,82455056,82,2013,L4,3,82455056,TUFTONBORO,CANAAN RD SOUTH OF SENTINEL LODGE RD,0,49048,L4550052__,0.29,0.962,Canaan Rd,455,TUFTONBORO,0.672,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455056,2014,160,NA,NA,0557,0207,2,Two-way roadway,2,82455056
CNTR:455055,455055,0,0,4489,4489,82455055,82,0,NA,0,82455055,TUFTONBORO,NA,0,13103,L4550068__,0,1.664,Union Wharf Rd,455,TUFTONBORO,1.664,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0162,0146,2,Two-way roadway,2,82455055
CNTR:02:357021,357021,0,0,4491,4491,02357021,02,0,NA,0,2357021,NA,NA,0,12950,S0000016__,51.747,52.812,NH Route 16,357,OSSIPEE,1.065,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,302,302,302,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,02357021,2014,11428,NH 16,NH 16,0815,0223,2,Two-way roadway,2,2357021
CNTR:221060,221060,0,0,4492,4492,82221060,82,2015,L4,2,82221060,HOLDERNESS,NH 175 SOUTH OF OWL BROOK RD,0,130000,S0000175__,1.325,1.415,NH Route 175,221,HOLDERNESS,0.09,6,Minor Collector,0,NA,3,Regional Corridors,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,3,Paved,18,2,9,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82221060,2014,3062,NH 175,NH 175,0503,0038,2,Two-way roadway,2,82221060
CNTR:221056,221056,0,0,4493,4493,82221056,82,2015,L4,2,82221056,HOLDERNESS,NH 113 (SQUAM LAKE RD) WEST OF FINISTERRE POINT ROAD,0,90455,S0000113__,1.466,1.895,NH Route 113,221,HOLDERNESS,0.429,6,Minor Collector,0,NA,3,Regional Corridors,State,II,305,305,305,DISTRICT 3,1,State Highway Agency,3,Paved,25,2,10,Paved,Paved,2,3,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82221056,2014,1086,NH 113,NH 113,0026,0495,2,Two-way roadway,2,82221056
CNTR:221052,221052,0,0,4494,4494,62221052,62,2015,L4,2,62221052,HOLDERNESS,NH 113 (SQUAM LAKE RD) AT SANDWICH TL,0,128782,S0000113__,6.077,6.168,NH Route 113,221,HOLDERNESS,0.091,6,Minor Collector,0,NA,3,Regional Corridors,State,II,305,305,305,DISTRICT 3,1,State Highway Agency,3,Paved,27,2,11,Paved,Paved,3,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,62221052,2014,583,NH 113,NH 113,0443,8088,2,Two-way roadway,2,62221052
CNTR:141052,141052,0,0,4496,4496,82141052,82,2015,L3,2,82141052,EFFINGHAM,NH 153 SOUTH OF HOBBS RD (SB-NB) (81141014-81141015),0,43815,L1410100__,0,0.06,Province Lake Rd,141,EFFINGHAM,0.06,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0238,0239,2,Two-way roadway,1,82141052
CNTR:141052,141052,0,0,4496,4496,82141052,82,2015,L3,2,82141052,EFFINGHAM,NH 153 SOUTH OF HOBBS RD (SB-NB) (81141014-81141015),0,43815,L1410100__,0,0.06,Province Lake Rd,141,EFFINGHAM,0.06,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0238,0239,2,Two-way roadway,1,81141015
CNTR:141052,141052,0,0,4496,4496,82141052,82,2015,L3,2,82141052,EFFINGHAM,NH 153 SOUTH OF HOBBS RD (SB-NB) (81141014-81141015),0,43815,L1410100__,0,0.06,Province Lake Rd,141,EFFINGHAM,0.06,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0238,0239,2,Two-way roadway,1,81141014
CNTR:141051,141051,0,0,4497,4497,82141051,82,2014,L5,1,82141051,EFFINGHAM,NH 153 SB-NB SOUTH OF NH 25,0,26264,S0000153__,32.439,34.555,Province Lake Rd,141,EFFINGHAM,2.116,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141051,2014,640,NH 153,NH 153,0284,0052,2,Two-way roadway,2,82141051
CNTR:141051,141051,0,0,4497,4497,82141051,82,2014,L5,1,82141051,EFFINGHAM,NH 153 SB-NB SOUTH OF NH 25,0,26264,S0000153__,32.439,34.555,Province Lake Rd,141,EFFINGHAM,2.116,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141051,2014,640,NH 153,NH 153,0284,0052,2,Two-way roadway,2,81141013
CNTR:141051,141051,0,0,4497,4497,82141051,82,2014,L5,1,82141051,EFFINGHAM,NH 153 SB-NB SOUTH OF NH 25,0,26264,S0000153__,32.439,34.555,Province Lake Rd,141,EFFINGHAM,2.116,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141051,2014,640,NH 153,NH 153,0284,0052,2,Two-way roadway,2,81141012
CNTR:141055,141055,0,0,4498,4498,82141055,82,2014,L3,1,82141055,EFFINGHAM,NH 25 OVER OSSIPEE RIVER AT FREEDOM TL (EB-WB) (81141018-81141019),0,6173,S0000025__,94.272,94.714,Porter Rd,165,FREEDOM,0.442,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141055,2014,2900,NH 25,NH 25,6075,0004,2,Two-way roadway,2,82141055
CNTR:141055,141055,0,0,4498,4498,82141055,82,2014,L3,1,82141055,EFFINGHAM,NH 25 OVER OSSIPEE RIVER AT FREEDOM TL (EB-WB) (81141018-81141019),0,6173,S0000025__,94.272,94.714,Porter Rd,165,FREEDOM,0.442,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141055,2014,2900,NH 25,NH 25,6075,0004,2,Two-way roadway,2,81141019
CNTR:141055,141055,0,0,4498,4498,82141055,82,2014,L3,1,82141055,EFFINGHAM,NH 25 OVER OSSIPEE RIVER AT FREEDOM TL (EB-WB) (81141018-81141019),0,6173,S0000025__,94.272,94.714,Porter Rd,165,FREEDOM,0.442,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141055,2014,2900,NH 25,NH 25,6075,0004,2,Two-way roadway,2,81141018
CNTR:141056,141056,0,0,4499,4499,82141056,82,2015,L4,2,82141056,EFFINGHAM,SNOW RD OVER SOUTH RIVER,0,121227,L1410068__,0,0.13,Snow Rd,141,EFFINGHAM,0.13,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141056,2014,88,NA,NA,0031,0303,2,Two-way roadway,2,82141056
CNTR:141054,141054,0,0,4501,4501,82141054,82,2015,L3,2,82141054,EFFINGHAM,NH 153 OVER OSSIPEE RIVER AT FREEDOM TL (SB-NB) (81141016-81141017),0,16028,S0000153__,35.698,35.796,NH Route 153 N,141,EFFINGHAM,0.098,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,34,2,12,Paved,Paved,5,5,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141054,2014,3273,NH 153,NH 153,0062,6076,2,Two-way roadway,2,82141054
CNTR:141054,141054,0,0,4501,4501,82141054,82,2015,L3,2,82141054,EFFINGHAM,NH 153 OVER OSSIPEE RIVER AT FREEDOM TL (SB-NB) (81141016-81141017),0,16028,S0000153__,35.698,35.796,NH Route 153 N,141,EFFINGHAM,0.098,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,34,2,12,Paved,Paved,5,5,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141054,2014,3273,NH 153,NH 153,0062,6076,2,Two-way roadway,2,81141017
CNTR:141054,141054,0,0,4501,4501,82141054,82,2015,L3,2,82141054,EFFINGHAM,NH 153 OVER OSSIPEE RIVER AT FREEDOM TL (SB-NB) (81141016-81141017),0,16028,S0000153__,35.698,35.796,NH Route 153 N,141,EFFINGHAM,0.098,5,Major Collector,0,NA,3,Regional Corridors,State,II,303,303,303,DISTRICT 3,1,State Highway Agency,3,Paved,34,2,12,Paved,Paved,5,5,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141054,2014,3273,NH 153,NH 153,0062,6076,2,Two-way roadway,2,81141016
CNTR:141053,141053,0,0,4502,4502,82141053,82,2015,L4,2,82141053,EFFINGHAM,ELM ST OVER PINE RIVER,0,130955,L1410082__,1.016,1.208,Elm St,141,EFFINGHAM,0.192,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82141053,2014,964,NA,NA,0300,0092,2,Two-way roadway,2,82141053
CNTR:141050,141050,0,0,4503,4503,62141050,62,2014,L5,1,62141050,EFFINGHAM,NH 25 (OSSIPEE TRAIL) EB-WB AT OSSIPEE TL,0,129324,P3578087__,0,0.122,Norway Rd,357,OSSIPEE,0.122,0,No Functional System,0,NA,0,NA,Private,0,NA,NA,NA,NA,NA,NA,0,Unpaved,8,1,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,6079,0085,0,NA,0,62141050
CNTR:141050,141050,0,0,4503,4503,62141050,62,2014,L5,1,62141050,EFFINGHAM,NH 25 (OSSIPEE TRAIL) EB-WB AT OSSIPEE TL,0,129324,P3578087__,0,0.122,Norway Rd,357,OSSIPEE,0.122,0,No Functional System,0,NA,0,NA,Private,0,NA,NA,NA,NA,NA,NA,0,Unpaved,8,1,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,6079,0085,0,NA,0,61141011
CNTR:141050,141050,0,0,4503,4503,62141050,62,2014,L5,1,62141050,EFFINGHAM,NH 25 (OSSIPEE TRAIL) EB-WB AT OSSIPEE TL,0,129324,P3578087__,0,0.122,Norway Rd,357,OSSIPEE,0.122,0,No Functional System,0,NA,0,NA,Private,0,NA,NA,NA,NA,NA,NA,0,Unpaved,8,1,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,6079,0085,0,NA,0,61141010
CNTR:313054,313054,0,0,4504,4504,62313054,62,2015,L5,2,62313054,MOULTONBOROUGH,NH 25 (WHITTIER HWY) EB-WB AT SANDWICH TL,0,57595,S0000025__,71.025,71.897,Whittier Hwy,407,SANDWICH,0.872,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,305,305,305,DISTRICT 3,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,4,12,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62313054,2014,4646,NH 25,NH 25,6154,0034,2,Two-way roadway,2,62313054
CNTR:313061,313061,0,0,4505,4505,82313061,82,2014,L4,1,82313061,MOULTONBOROUGH,OSSIPEE MOUNTAIN RD SOUTH OF RANDALL RD,0,22621,L3130085__,0.369,0.781,Ossipee Mountain Rd,313,MOULTONBOROUGH,0.412,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82313061,2014,260,NA,NA,0149,0152,2,Two-way roadway,2,82313061
CNTR:313056,313056,0,0,4506,4506,82313056,82,2015,L4,2,82313056,MOULTONBOROUGH,NH 109 (GOVERNOR WENTWORTH HWY) WEST OF NH 171,0,52160,S0000109__,7.012,7.31,Governor Wentworth Hwy,313,MOULTONBOROUGH,0.298,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82313056,2014,2876,NH 109,NH 109,0147,0154,2,Two-way roadway,2,82313056
CNTR:313053,313053,0,0,4507,4507,62313053,62,2015,L4,2,62313053,MOULTONBOROUGH,NH 109 (HOLLAND ST) AT SANDWICH TL,0,128833,S0000109__,2.666,2.764,Wentworth Hill Rd,407,SANDWICH,0.098,6,Minor Collector,0,NA,3,Regional Corridors,State,II,305,305,305,DISTRICT 3,1,State Highway Agency,3,Paved,18,2,9,Unpaved,Unpaved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62313053,2014,790,NH 109,NH 109,6152,0078,2,Two-way roadway,2,62313053
CNTR:313055,313055,0,0,4508,4508,62313055,62,2015,L4,2,62313055,MOULTONBOROUGH,NH 25 (WHITTIER HWY) EAST OF SHERIDAN RD,0,55833,S0000025__,68.109,68.539,Whittier Hwy,313,MOULTONBOROUGH,0.43,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,305,305,305,DISTRICT 3,1,State Highway Agency,2,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62313055,2014,10100,NH 25,NH 25,0119,0122,2,Two-way roadway,2,62313055
CNTR:313011,313011,0,0,4509,4509,82313011,82,2013,L4,3,82313011,MOULTONBOROUGH,NH 109 (GOVERNOR WENTWORTH HWY) SOUTH OF BODGE HILL RD,0,128869,S0000109__,5.091,5.214,Governor Wentworth Hwy,313,MOULTONBOROUGH,0.123,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82313011,2014,4500,NH 109,NH 109,0165,0161,2,Two-way roadway,2,82313011
CNTR:357060,357060,0,0,4510,4510,82357060,82,0,NA,0,82357060,OSSIPEE,NA,0,129036,L3570105__,0.066,0.211,Deer Cove Rd,357,OSSIPEE,0.145,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,12,2,6,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0135,0141,2,Two-way roadway,2,82357060
CNTR:357051,357051,0,0,4511,4511,62357051,62,2013,L3,3,62357051,OSSIPEE,NH 16/NH 25 (WHITE MT HWY) NORTH OF CAPT LOVEWELL LN (SB-NB) (61357031-613*,0,129054,S0000016__,56.741,56.944,NH Route 16,357,OSSIPEE,0.203,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,302,302,302,DISTRICT 3,1,State Highway Agency,2,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62357051,2014,11000,NH 16,"NH 16,NH 25",0159,0133,2,Two-way roadway,2,62357051
